,m49_un1,1996_area,2007_area,2008_area,2009_area,2010_area,2015_area,2016_area,2017_area,2018_area,2019_area,2020_area
86,604,5669.786290354176,5308.4642485196855,5182.377356220053,5211.302637403765,5240.40699868744,5240.403190255459,5267.20279734494,5346.893936387232,5467.815716809486,5519.004399889482,5491.608235864743
87,608,292732.20061975875,286447.154629231,282579.3266174236,281872.5213490096,281275.2272468981,281361.4794594309,281266.3004402409,281448.5499496626,283373.02022763033,284917.68775219144,284798.01312296017
88,624,274552.89626430155,275256.09317215416,272521.89212151273,271311.8937222404,271270.4274714802,271648.654632948,270214.0273345927,269260.3573140728,270054.5376174316,270983.685850813,269105.68075657624
89,626,1047.819552580274,1054.6090487615845,1044.7486353458926,1045.0644323799115,1041.420743519194,1050.2062299279803,1048.5160164912447,1051.4568881139098,1048.6770602292718,1053.0304613659282,1050.7347111127954
90,630,8308.71726336049,8566.20516116843,8591.969532289786,8445.81648703568,8376.498177345342,8321.904105557396,8325.171060088693,8338.78970538695,8315.41040097507,8191.954355567167,8060.423513541114
91,634,427.7503921885076,431.5378926845946,435.3629769635772,430.7817704513701,429.2227865798029,425.1221503950271,431.061529534846,433.6550514246994,449.53451721009776,453.59088807144667,453.507516484733
92,654,19476.4657325501,14914.745710957224,13716.488454882201,13690.228886572682,13299.111011352534,14076.329433548568,14646.455224267813,15066.698745840029,14677.82819453833,14763.34976475838,15310.476679173164
93,659,33.75732684949422,34.70798087171726,35.575279986223485,35.20610246162202,34.756385803668095,33.41918441085214,32.72174506903019,32.12553616642079,32.754289671579976,34.13280190225721,34.54996922351417
94,660,4.278922683272128,3.338858362975521,3.204173104054484,3.3429818496448664,3.9812074155088806,4.7064793817666715,4.612542463401273,4.427437810801921,3.884537482029954,3.610992653324238,3.700789548589775
95,662,162.9806981620834,163.3717668147011,162.96750420165202,162.50319502906046,162.3182666098333,162.4114000084187,161.80928025976607,160.92635949210765,161.8994721314738,162.69197915590743,162.37222298856616
96,663,1.1571619487237532,1.1571619487237532,1.112240267960927,1.2511495511332476,1.2511495511332476,1.2511495511332476,1.2511495511332476,1.204846456742474,1.1585433623517003,1.0673185316847944,1.0223966843840429
97,670,32.14213550452215,31.416375935238673,31.515437941176643,31.991434554691086,31.760151600095842,31.804787272974433,31.19425065608754,31.099490543356268,31.383235515723754,32.04231586481042,32.519034343794196
98,678,48.38520660097184,48.38520660097184,48.38520660097184,48.38520660097184,48.38520660097184,48.38520660097184,48.38520660097184,48.38520660097184,48.38520660097184,48.38520660097184,48.38520660097184
99,682,9863.061964025961,10980.62615915,10964.632471455328,10666.923276752445,9222.086827430348,7789.902004335605,7539.169318871345,7608.617176839655,7583.795746750299,7572.6455592407565,7613.301561696411
100,686,126106.44169114841,128271.76867959928,128022.86907319218,127943.58340932426,127424.63141751147,126967.2472914172,126337.47510104517,126337.6816558066,126527.14652721392,126810.08884251432,126468.83858790172
101,690,383.163352687792,383.94491764523417,383.94491764523417,384.13739866914705,383.5656961839783,382.9997880515771,381.9531723067271,382.09854094383974,382.38069748002346,383.14506370720113,383.04953570114014
102,694,160059.9549658824,159684.63969079638,158151.113577807,158709.93589710104,158377.73614195088,158694.89904034234,158196.9595992086,158455.07018323438,157639.82881190002,154988.8487331362,152916.16486556278
103,702,840.3673390590124,788.0613451229976,761.5491222574796,769.5453515055432,774.5201159975901,753.5982319935514,738.2244359612723,729.8637905278998,732.8021051218622,730.2136980919792,729.70611293622
