,index,m49_un1,2007_area_gain,2008_area_gain,2009_area_gain,2010_area_gain,2015_area_gain,2016_area_gain,2017_area_gain,2018_area_gain,2019_area_gain,2020_area_gain,2007_area_loss,2008_area_loss,2009_area_loss,2010_area_loss,2015_area_loss,2016_area_loss,2017_area_loss,2018_area_loss,2019_area_loss,2020_area_loss
10,25,90,918.0525606944575,1468.3888502162486,1612.4617716933428,1504.3062126075558,1318.8187603626754,1199.7383872063463,1176.9212246047027,1413.4007907203966,1907.5293218962674,2034.2651764668049,695.6170021738648,1160.884639906342,1206.686909155824,1334.5298379384737,1593.8447533236686,1716.516842392738,1869.2217203139144,1790.7901243751119,1940.5884055355084,2199.782559006091
11,26,92,3.7499636212963576,5.653232908445214,7.96068262224862,10.326028944379967,11.133210520450508,12.688862649343783,15.74188583300159,16.08756483754885,13.493763132054264,16.953128624840314,11.648695642700275,14.647562790834826,12.743777990398373,11.936308242840852,10.436662641232743,9.744539913834512,11.993937339005399,10.840925254248031,11.70718888521202,11.189159072833919
12,27,96,98.43078364756609,143.2555496547937,170.2716868167499,169.3028771209404,176.329770364759,163.0031721905585,164.820373017497,182.56877685016968,238.11514079163857,244.71735655294657,81.28880386477056,145.85922141269847,135.01545877479296,151.30974336252234,206.91958875910302,234.78484157677616,232.3622509580377,199.10689688842803,172.27030813454456,212.0664283305362
13,29,104,11521.387109740077,15693.945973346594,17116.433694188774,17700.69085078322,18887.414243134386,19899.14846252685,21593.720751335328,24215.2140495476,25016.919943004825,24957.20450417257,44624.45159683373,57676.86932448399,56238.33325264548,61835.941679070325,77156.49179792401,79843.51331964883,78894.44169836676,82335.63603931191,83019.78703435582,75164.50860519057
14,32,116,164.91394859416584,341.6009458647958,326.53289603821975,349.404250761174,371.11352630795824,419.0360214564264,457.3281291245287,478.90013734114024,610.0625571328256,809.438754882701,2315.5213689379543,3296.992216284908,3553.4641473278825,3711.9173334862226,4187.373707913685,4294.264520340972,4244.612418626085,4074.4560871238273,3819.7635615295285,3369.8333977122875
15,33,120,1669.7042981977393,2269.9732153719815,2407.1128103261817,2701.126945232065,3196.4921053124135,3106.929718603953,2965.510143014999,3014.1650503660176,3347.5346350120703,3439.2619774542995,778.8266480244639,1478.917771539634,1606.6110874108867,1695.0040404710712,1728.0246523068818,2165.298199063644,2364.1034722851746,2434.0290148127556,2288.553949872795,2706.0528409133003
16,36,136,15.10510974104499,19.64049616974649,17.917941261496384,16.309132559710186,14.126346868811313,12.575414034294191,12.116373993882583,13.381723653877756,18.207479160940043,17.920919425047305,126.25935925182912,164.86050522001847,168.24937964999705,178.29930215719054,203.4594830851393,212.53528685440432,211.44287365520424,207.99498640484572,207.82203020822558,215.6923386023665
17,38,144,822.2705275539523,1219.050648279167,995.4585838807956,993.5768249979602,1043.5543495914164,1097.0076070517564,1067.3279649549283,963.3754165352591,831.0823932187632,1014.9938689318461,3831.2802403448686,7178.082618726635,8489.473476189403,8916.422502693218,8166.69723270971,7256.347440452899,6909.265898464584,7032.088175201645,7949.567422201897,8757.13341222738
18,41,156,2177.560245023167,3283.3881223934945,3018.195527058129,2140.132919046221,1640.6698539973384,1665.1985909326913,1888.2229949874127,2226.551237562053,2709.5540321369153,2772.147507822571,4824.7758420678465,6754.387225967891,7168.810741567817,6575.366218894973,5488.390973029894,4963.763793358496,5079.7126115432875,5776.780734659196,6320.34491872354,6646.412869372679
19,42,158,5.014412275319671,7.234242349080842,7.292081902755021,6.218775736524309,8.477455952033072,9.301374950129553,8.525979649607708,4.4803908905298755,1.1613560061451247,1.160967051465349,3.429134278217202,5.035519723052741,6.3664840520422965,5.483054772018,7.41734012397294,7.75298514187109,8.302057012709184,9.96922477460187,10.753333147242598,9.315101568115363
20,43,162,4434.416469417208,6622.056755928768,6895.567553540716,6605.357523607242,6266.140404400676,6106.006628535087,6685.6647020725995,7278.349276467284,7400.328586906986,7091.724206621373,9440.778312188142,14264.011228302908,14781.00355491191,15645.639012567115,17012.13132137809,17926.45540798773,17534.693520614637,16767.127105747488,16552.910364610172,17407.157200614074
21,45,170,4492.660999777377,6721.84787805253,6996.346390996492,7091.519335090101,7303.280356541669,7319.295369291331,7618.209284173303,8486.502569569908,8797.826498185892,7975.285490600529,15367.690308844123,19222.424786769752,18506.658755603814,17660.215311673513,19130.590422828463,20099.421899172434,20426.497201172093,19318.47498677943,18062.257217328224,17581.973381843134
22,46,174,1.366781314515785,2.495883483096904,2.7933264346419433,1.9020484268167162,0.8917783179797021,0.7729345823050637,1.1886772717752987,2.4960140148891328,2.317770236523205,0.7133876595751343,0.23765812423887994,0.6536341154794727,0.8913583013502694,1.4855845708766033,2.4366348741502053,2.8528597901011152,2.3182715474316087,1.1885228663461318,0.8320348206750218,0.4161272194249829
23,47,175,19.32996145477221,27.33500842677413,27.751146962982432,25.320655832172463,14.411208335356683,9.430543224775471,9.963926226440954,13.759224733207262,14.589868868165066,11.387936148821252,7.354765859483015,9.193168533689722,10.082819253002642,9.726255359252214,11.859781934299274,12.393291666705045,11.089499439382582,9.132457067303491,8.360924483933038,12.511495595772963
24,48,178,22.917819186825845,31.285269764788016,35.22663026484912,32.317367033829896,26.012205677684914,24.19345781242142,26.073109093995313,31.65145405771426,39.776331537711734,42.99012180564,21.281733499048137,34.86209292508401,36.437989503195126,38.86084068333087,46.67954562394768,52.680703676355954,55.71235669797635,55.71396357304983,51.47204487619818,55.95731645252482
25,49,180,202.55191709639539,272.7484900121302,260.4132239212561,211.9811714734359,214.52206229019885,227.28096547316605,255.1542298012816,284.9625590642278,371.1849327375994,383.45944575155136,200.7399166112816,362.4813851235209,361.99731449645515,417.68546438493223,433.22438916265696,471.6799068062391,478.69427468480455,475.489266305182,486.49338338212004,545.5052485169043
