,index,region,name,2007_count_gain,2008_count_gain,2009_count_gain,2010_count_gain,2015_count_gain,2016_count_gain,2017_count_gain,2018_count_gain,2019_count_gain,2020_count_gain,2007_area_gain,2008_area_gain,2009_area_gain,2010_area_gain,2015_area_gain,2016_area_gain,2017_area_gain,2018_area_gain,2019_area_gain,2020_area_gain,2007_count_loss,2008_count_loss,2009_count_loss,2010_count_loss,2015_count_loss,2016_count_loss,2017_count_loss,2018_count_loss,2019_count_loss,2020_count_loss,2007_area_loss,2008_area_loss,2009_area_loss,2010_area_loss,2015_area_loss,2016_area_loss,2017_area_loss,2018_area_loss,2019_area_loss,2020_area_loss
30,65,FRA,France,128427,159659,172991,177531,200992,216643,226115,229938,236724,255307,7745.680284512953,9612.346496027882,10413.338292304736,10689.583776243959,12116.035865849188,13068.028365390815,13641.134383854314,13858.82237254172,14239.122146310488,15342.213302412445,158072,181838,185382,184185,172803,169062,167753,167172,171313,178365,9501.310832036932,10907.874089413257,11107.306099848418,11037.636993889757,10355.843248996134,10142.87504530111,10066.77767361312,10040.86335431403,10298.731426288447,10716.940931621088
31,66,GAB,Gabon,14086,20196,22959,20872,17330,14310,15453,17194,20023,20353,856.1392189361196,1227.507061954861,1395.453720268443,1268.604570430779,1053.3021964857592,869.7425709270502,939.1930564961089,1045.027934916317,1216.980387670022,1237.0448067649193,19476,30890,29753,29550,31799,39075,38435,38097,39875,47322,1183.717766998945,1877.4523854693361,1808.3277170805497,1795.975422950967,1932.6712414659967,2374.907626727473,2336.0098937072817,2315.469039081072,2423.542767578677,2876.177997802389
32,67,GMB,Gambia,28467,37724,39474,39572,36918,37134,39245,42950,43307,42848,1684.3736548715615,2232.1128389772966,2335.6483926555134,2341.4371123894857,2184.426514187394,2197.2213427722954,2322.143906662098,2541.3641496900245,2562.4977347073045,2535.342497951441,14707,25918,25716,27693,34007,41263,39957,36727,35028,39885,870.3024594339483,1533.7159740842742,1521.7781033796896,1638.7638182524001,2012.2927495023503,2441.6271867507094,2364.402768095234,2173.3108738261017,2072.7073313884166,2360.0693253656505
33,71,GHA,Ghana,20313,41224,48448,55948,58909,58248,55823,53974,55560,59397,1228.582817557306,2493.326894766549,2930.2581802172026,3383.8552132062728,3562.918171060855,3522.9202327144108,3376.255213667656,3264.443134059331,3360.373549080238,3592.4231777947793,79119,93249,85218,67531,55805,53299,54683,58116,59248,63664,4785.213021239666,5639.8776078631545,5154.125555666058,4084.4156000077637,3375.257926835765,3223.7506847864875,3307.4520748285145,3515.068454670323,3583.5421171466214,3850.6646659964363
34,73,GRD,Grenada,44,95,95,100,79,70,57,72,93,120,2.613800115152857,5.644020569142678,5.643949485419052,5.941532831008035,4.694075327925042,4.159266937693337,3.3867418889693037,4.27898364690352,5.527170637289843,7.130974593270063,33,91,96,107,107,114,138,119,120,141,1.9609791209879834,5.406868499571934,5.703573598954511,6.3573342874433285,6.357286926167644,6.774091951488125,8.200003147568282,7.071074684025289,7.130376988015159,8.378316260087118
35,74,GTM,Guatemala,7388,11801,13440,11735,10451,10870,11493,12655,15427,17753,435.7555701225009,696.04497927937,792.7880259685844,692.164839060902,616.1210493266522,640.8152345809486,677.5977728978951,746.139554222812,909.5377720976514,1046.782669510016,17327,22226,20291,18255,17518,16544,14206,13683,16738,19060,1021.8507184718519,1310.748253610382,1196.5040933392618,1076.3302048369399,1032.794947975261,975.274736174642,837.3940621093167,806.779867356122,987.2357797076991,1124.2973940309619
36,75,GIN,Guinea,55030,74249,84922,77925,74159,68687,76326,82340,91160,97562,3294.3834523006,4445.484642349894,5085.30707910826,4665.533123089162,4439.504352252671,4111.201765459535,4569.079785324179,4929.1564281613355,5456.94031269717,5840.009070596915,60598,130021,122267,131837,145136,177908,182856,194588,225141,245234,3629.006880707312,7786.748119623117,7321.223729878207,7894.556633401983,8691.39553702899,10654.750128093041,10949.981026365778,11653.39572309245,13484.693397207793,14688.400915046364
37,76,GNB,Guinea-Bissau,112595,137351,135532,139242,141559,137129,138390,145379,148302,140646,6702.144421589452,8176.17375164243,8067.887514295339,8288.7827232188,8427.108620504965,8163.354144210945,8238.432430638477,8654.901408704516,8828.930495976707,8372.609665237507,100806,185462,209764,214484,208696,235161,257075,247109,229981,262670,6003.070802883581,11044.107448200702,12490.869257550163,12772.086495628671,12427.582554121775,14003.472353125628,15309.27841561472,14715.613978437888,13696.430032022907,15643.81441848732
38,77,GUY,Guyana,18750,22742,23953,25751,29902,35756,37309,37748,37927,41701,1130.2885944782734,1370.8216825610912,1443.6681432989044,1551.931377230929,1802.3810097105368,2155.5159304243903,2249.1653506701923,2275.521265515532,2286.4079425646605,2514.3496856138736,28274,35866,39135,42064,55712,59917,62923,68210,73090,80960,1704.9262556053868,2163.0213776925443,2360.290957904073,2536.8633419212383,3358.6544718672612,3611.911491227549,3793.1987025410745,4112.021287946953,4406.424646786808,4881.508573450827
39,78,HTI,Haiti,4049,4829,5044,5056,5131,5245,5364,6268,6973,7079,232.7930037392613,277.62316109698844,289.9929293544744,290.7098598505347,295.001678248179,301.5372458897763,308.3470827780507,360.3125234635031,400.84010949948527,406.9298625070149,22295,27062,27119,31358,37617,40997,40044,37008,35474,35929,1282.1582319911968,1556.1890943124527,1559.4853146753524,1803.5925586584144,2163.8466744503053,2358.2781879480785,2303.6976386675688,2129.267758294371,2041.3533882935462,2067.7211670488978
40,80,HND,Honduras,52519,74984,80142,72449,39796,29767,33666,36995,36637,37229,3105.3157795207976,4433.487183341807,4738.663121793064,4283.452218575117,2349.183048847734,1754.873754745752,1984.2308844551749,2178.931202135386,2157.2232426207643,2193.5606171932723,35351,50582,48293,45057,47366,48827,45340,45725,62788,78558,2083.859577178413,2980.968031585146,2844.639812681932,2652.573329853864,2788.3508667568644,2874.4921952369086,2669.6470008736947,2695.0191154011072,3705.7366437944625,4637.419988661934
41,83,IND,India,305096,372935,397417,407039,455998,508821,519515,538882,544637,528074,17348.54747779556,21220.513963292506,22597.684612936133,23142.924629299498,25903.375573875703,28952.677170891453,29542.935496054226,30681.24417616238,30997.181344544188,30043.29952848065,422726,556911,577107,607693,575332,587178,585485,588181,624934,705480,24280.7203118622,32040.249918295172,33232.65508854398,34957.21211395184,33060.50955088492,33711.15946421729,33594.361513838645,33713.46801182564,35805.77473110077,40410.686519145405
42,84,IDN,Indonesia,491899,703164,755455,784670,872244,939018,1004382,1097926,1154947,1152439,29803.76615563614,42604.52445789495,45772.787695672116,47540.25432769655,52843.50166022743,56879.19146080833,60838.198227015746,66506.38256007091,69958.36641925946,69800.82356955096,2540555,3581615,3842304,4044963,4523916,4825254,4993068,5083259,5092880,4878715,154078.6958083802,217215.05289246538,233031.3514836933,245335.49328075716,274408.3273352289,292700.7354459591,302887.6645938585,308365.39683519065,308949.0042779286,295929.4332923157
43,85,IRN,Iran (Islamic Republic of),4019,5848,6298,6475,8262,7791,7935,10563,13853,13369,218.60776076704553,318.07123718564395,342.4854752192127,352.05820871831236,449.1661353029931,423.63558543799684,431.62533518969485,574.766959309927,753.5071480975611,727.1054056295623,50417,75968,74605,72915,68507,77445,79673,79675,75600,86962,2745.68647013968,4135.8665803253425,4061.8610691256,3969.819932727185,3729.3679832136067,4214.967409447451,4335.563993541027,4335.353285798274,4114.123391858514,4732.393705142694
44,90,JAM,Jamaica,7899,9297,8844,6583,2779,1651,1312,1441,1760,2052,457.46334444663984,538.42070134964,512.21170485015,381.25381082098716,160.9147196279289,95.58557151893743,75.94457967119405,83.40844014643027,101.8741983267546,118.78366845191916,837,1855,2584,5372,12338,15142,15869,15421,15344,15584,48.4493698820289,107.4024293099431,149.57898466994408,311.06198128302987,714.5919249267127,877.0180541753215,919.1630429400292,893.2356834043239,888.7932739087663,902.6919674043047
45,92,JPN,Japan,263,453,517,503,442,386,318,339,490,595,14.451707119672148,24.924882258529976,28.480659425542786,27.726183415415274,24.389495297320558,21.309992455008004,17.52802147793411,18.69503988938266,27.052559679518005,32.845602747391666,409,728,842,908,923,987,987,789,660,731,22.481985843763823,40.06874358562404,46.37964434305554,50.02684055979095,50.80197519222633,54.26183679424357,54.265093151254014,43.31243853819337,36.18475358042137,40.13064349751806
46,95,KEN,Kenya,12587,20220,22702,22784,20905,19374,20240,24757,30125,32705,764.3516046575268,1227.8104060282658,1378.5372933074534,1383.459839461038,1269.401428198497,1176.4410865006553,1229.1070258882185,1503.2570486103725,1829.2094362289708,1985.938329407615,25940,39762,37106,35746,39726,44148,42873,39621,40974,45668,1574.5455363758902,2413.5910513377958,2252.247809113508,2169.9358273577436,2411.3598970066478,2679.7176901645335,2602.284625969429,2405.0787358873604,2487.3807974199494,2772.3852096222786
47,103,LBR,Liberia,7011,9724,10359,10645,10373,10235,10491,10419,10127,9708,423.8431127219508,587.8682748649717,626.2560736393109,643.5303508311356,627.0545450217408,618.6984737550914,634.1625766030793,629.8398095646177,612.2120197466429,586.9043432031874,4143,6764,6937,6899,7578,9386,9327,10554,12540,17362,250.4317908510358,408.9101157505447,419.3715034052127,417.0925450000803,458.18076258912913,567.554377689153,564.0078249831364,638.1932462457178,758.2271392510892,1049.7335028260181
48,108,MDG,Madagascar,67429,86458,91418,94746,107390,115821,125096,136299,145726,151700,3928.514216172455,5038.955102094795,5329.643937063297,5523.01097034352,6257.144394609898,6746.154254604978,7285.424720248849,7940.519768125508,8491.360027719125,8843.654771494777,151291,206467,211566,223852,241842,265000,270765,261910,254703,270283,8760.084091926386,11956.745824730859,12248.532092851568,12965.014209941946,14011.234739624413,15359.336355407555,15691.384163544588,15169.433942365848,14747.613921918339,15654.562195484135
49,110,MYS,Malaysia,94519,132426,142902,146611,156342,161071,170427,187839,207294,210058,5723.552129450202,8018.629268952262,8653.496250911201,8878.511092731127,9468.56399924661,9755.852341501375,10322.936281931698,11377.7137593043,12555.524571102684,12723.279619283558,134816,210677,212623,223136,279773,317656,324279,327137,338701,362883,8175.429065685084,12773.245047357492,12891.558563992145,13528.51340172038,16963.829307144475,19260.073722021047,19662.066744812837,19837.29133386356,20539.92716098886,22005.09311530424
50,115,MRT,Mauritania,383,494,498,489,701,672,640,598,763,1103,22.37329897946062,28.862718249808587,29.100489604222165,28.58122309236841,40.97475010606174,39.27516262017586,37.40649911307974,34.951180693244034,44.59885046476673,64.45605836399449,542,815,965,1151,967,1289,1397,1475,946,728,31.679759585202248,47.640147578097825,56.41247323307589,67.283396219167,56.526234186012715,75.34663795528672,81.65920081900077,86.19830138213334,55.25482909291536,42.51547616882496
51,116,MUS,Mauritius,163,198,197,202,238,233,222,234,292,326,9.311471995941421,11.310805642641535,11.253933626235568,11.53937965070187,13.59455122939855,13.30823674929966,12.68154032341869,13.367715116596239,16.679796868657462,18.621603541207673,2334,2741,2911,3043,3159,3198,3332,3289,3148,3069,133.30864550866295,156.55787894612192,166.2685515026379,173.81312246694654,180.44499664410833,182.67527435513864,190.3245270339585,187.86971279282562,179.81901295586334,175.30916184392422
52,117,MEX,Mexico,249380,384332,381135,357862,321795,323633,351440,407693,439132,462239,14100.531474727151,21701.09487189036,21511.088997124636,20181.670886516997,18114.9011567117,18195.29614359297,19764.35478756249,22925.30846909094,24688.157155487286,25983.58547252623,773003,1204164,1379193,1423650,1491723,1484532,1415575,1270663,1268333,1491066,43524.93170803413,67901.24627742605,77864.98344271546,80425.2460454428,84329.60600231287,83919.4544965072,80011.96996001323,71799.99790422985,71692.8203606466,84480.01342389252
