,index,gmw_fid_uid,2007_area_gain,2008_area_gain,2009_area_gain,2010_area_gain,2015_area_gain,2016_area_gain,2017_area_gain,2018_area_gain,2019_area_gain,2020_area_gain,2007_area_loss,2008_area_loss,2009_area_loss,2010_area_loss,2015_area_loss,2016_area_loss,2017_area_loss,2018_area_loss,2019_area_loss,2020_area_loss
0,39,40,0.0,0.0,0.0,0.059385077989233995,0.059385077989233995,0.059385077989233995,0.059385077989233995,0.059385077989233995,0.059385077989233995,0.059385077989233995,1.7815281246406187,2.49413822132382,2.434753192998475,2.1378317773885085,2.0190719572172173,2.0190719572172173,2.0190719572172173,2.3159920279428796,2.3159920279428796,2.0784555438086536
1,41,42,224.15250920336376,349.62395054049523,364.6700535422656,357.04585303750866,370.0928728863821,341.4444585462516,379.0506933007304,354.7297745683303,374.9597872846207,384.06557835363367,586.8908272208052,879.8636431221339,826.6904174396356,834.6904261815716,916.3836806598323,1192.2977751106614,1219.615767415431,1461.4602807766428,1377.8908652786802,1493.0947476405188
2,45,46,168.92739802621543,365.8951211370907,349.03804645166315,214.88556321585503,104.32445593164874,89.37365167617614,139.3134865532914,173.93321543140985,180.11170395959203,172.73958097722408,176.73052549320025,272.7991382936123,300.05072383282106,306.7517696730314,272.2596715408406,265.31195989823067,262.338383636282,266.0995762287503,251.20040759462728,248.3283301376427
3,48,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1178939258947416,0.2357846666885945,0.35367705707481173,0.35367705707481173,0.17683656629299438,0.17683656629299438,0.17683656629299438,0.17683656629299438,0.35366988693364926,0.47156204984889805
4,49,50,7.139777294502856,20.72600477940784,25.88647753891322,44.571241497496324,38.18829743212912,42.477144177817415,46.70588762524672,53.89754701987811,54.94077359015398,57.43384360717407,75.01165865756158,91.90164443264905,87.49216956872496,63.29781550249015,51.9808175404903,36.145842915458104,31.10278127097405,32.78588947566675,42.07022848431677,56.17482268564846
5,50,51,14410.3582865751,21452.911046993042,22664.9872358272,20651.670409735718,18479.427624407534,17501.963322462587,18567.512541593864,19630.61575504293,20246.096639482956,19880.86529983825,35885.05594860985,57850.83673000536,59000.13293460456,62965.620058343484,69871.58526500736,74531.7027787611,73270.85150832741,69959.3088628441,68137.04635041014,72736.75339318284
6,55,56,101.74922382559383,214.61837252503395,351.4207282180748,452.5717152443699,507.9816062067549,529.4891722741875,534.6849310437206,516.254476325533,509.60940597552576,532.3271989410173,783.0741417281624,1038.6534739215128,984.9894774898419,746.133176678082,594.2178311533323,491.3226244253044,512.2244495640396,502.33140822159226,522.698601958552,596.4859862947671
7,56,57,0.2973396929315351,0.4162765441913901,0.4757439330776604,0.4757439330776604,0.5352116595556562,0.5352102606062074,0.7136099668380028,0.5946755270937,0.5352089585524256,0.5352089585524256,32.94478567113731,41.389292987909656,44.71947340692037,51.796015896929646,57.38583408711291,61.19172881854263,59.6456396389376,60.41873290358899,61.667524757185916,60.12137423846819
8,58,59,14168.238957607604,16632.542701994334,17618.077889996748,18915.818712793865,21822.82104831752,23319.048051401078,22447.235232983876,23686.923568227827,23618.74381866874,24633.20387533316,6282.367651347469,8858.302286782711,9805.14847994412,10756.110389123209,13990.309779882627,14669.26540870365,14830.034163097793,14459.049141280211,15350.05287245835,15648.846337157185
9,60,61,22.806668224082838,25.542671234716032,26.30838700118059,21.276177048600356,1.9688542522807768,0.9297481018286854,0.7109842286257975,0.9844294804391004,0.7109842286257975,1.6407033219636833,0.49260888533375935,0.6020073488664146,0.6566955623190474,1.422620898841925,3.2276181253503875,3.2823175610696094,3.2823175610696094,3.2823175610696094,3.2823175610696094,3.0635260390876087
